timestep,reward
4,0.3935
6978,0.2855
14051,0.3725
21288,0.5345
28776,0.6515
36407,0.65225
43908,0.56675
51330,0.53075
58896,0.6305
66373,0.78875
73856,0.8405
81335,0.862
88999,0.722
96674,0.7755
104335,0.764
111923,0.71975
119597,0.87325
127299,1.004
135014,1.087
142615,1.20325
150202,1.2325
157833,1.231
165574,1.18575
173272,1.185
180820,1.19975
188348,1.18275
195843,1.265
203523,1.359
211392,1.19625
218960,1.374
226712,1.22375
234215,1.33
241957,1.418
249820,1.19725
257556,1.346
265263,1.26525
272919,1.3675
280729,1.3875
288439,1.3965
296306,1.41475
304060,1.338
311697,1.29525
319428,1.273
327118,1.26575
334723,1.3295
342241,1.351
350009,1.31075
357487,1.17825
365155,1.38375
372898,1.41225
380582,1.37725
388235,1.256
395908,1.291
403528,1.2
411309,1.32375
418888,1.32175
426516,1.35375
434134,1.28325
441931,1.3565
449610,1.35
457370,1.3745
465117,1.2785
472813,1.35425
480461,1.38475
487980,1.2975
495611,1.34725
503218,1.4045
510802,1.3195
518507,1.30025
526026,1.35525
533594,1.298
541258,1.29525
548788,1.325
556385,1.3555
564009,1.342
571561,1.187
579107,1.31975
586799,1.3625
594221,1.28075
601693,1.2805
609221,1.25525
616894,1.24475
624472,1.2555
632087,1.24325
639784,1.3585
647473,1.34975
655014,1.333
662530,1.40425
670337,1.4105
677995,1.355
685476,1.2845
693095,1.322
700709,1.25325
708282,1.30025
716022,1.315
723623,1.3075
731304,1.396
738842,1.397
746410,1.31875
754057,1.44675
761609,1.38625
769298,1.289
776949,1.28325
784627,1.317
792284,1.325
800140,1.357
807940,1.35625
815588,1.42775
823203,1.33875
830880,1.44225
838559,1.451
846587,1.384
854371,1.378
861964,1.4595
869657,1.24375
877556,1.4575
885234,1.29225
892880,1.38325
900707,1.387
908349,1.4135
916060,1.4375
923757,1.30325
931328,1.42675
938921,1.34825
946563,1.35525
954052,1.36925
961795,1.40425
969338,1.31025
976804,1.367
984352,1.30575
992191,1.458
999920,1.34075
1007422,1.3445
1015056,1.33875
1022763,1.357
1030479,1.38175
1038105,1.2435
1045606,1.338
1053284,1.2995
1060865,1.34825
1068452,1.36575
1076315,1.43925
1084118,1.27725
1091708,1.43
1099427,1.32725
1107260,1.379
1115022,1.29
1122618,1.513
1130368,1.3875
1138162,1.32225
