timestep,reward
192,-0.02175
19392,0.61275
38592,0.606
57792,0.597
76992,0.59025
96192,0.651
115392,0.63175
134592,0.55475
153792,0.70275
172992,0.6275
192192,0.6885
211392,0.73475
230592,0.78925
249792,0.7685
268992,0.7805
288192,0.7975
307392,0.79075
326592,0.71675
345792,0.71
364992,0.80225
384192,0.79475
403392,0.84625
422592,0.79775
441792,0.84675
460992,0.788
480192,0.82775
499392,0.8825
518592,0.81975
537792,0.786
556992,0.83075
576192,0.74575
595392,0.8105
614592,0.76425
633792,0.8415
652992,0.93875
672192,0.896
691392,0.90175
710592,0.84775
729792,0.88325
748992,0.8705
768192,0.80725
787392,0.88
806592,0.8845
825792,0.84025
844992,0.86375
864192,0.78075
883392,0.791
902592,0.95175
921792,0.82175
940992,0.79775
