timestep,reward
195,-0.2195
23797,0.23225
48923,0.9705
75485,0.84525
102089,0.97475
128708,1.0775
155343,1.02125
182034,1.04875
208702,0.98125
235501,0.97775
262136,0.81475
288600,1.197
315169,1.03375
341511,1.10675
368166,1.16925
394639,1.08675
421054,1.123
447359,1.152
473886,1.23925
500433,1.14275
527054,1.1075
553688,1.19325
580260,1.20625
606859,1.13675
633460,1.0205
659974,1.10575
686740,1.13025
713357,1.376
740012,1.3245
766795,1.2805
793557,1.29325
820383,1.24575
847037,1.24625
873762,1.26525
900472,1.255
927098,1.243
953704,1.21575
980353,1.1445
1006956,1.3345
1033668,1.3
1060424,1.3165
1086995,1.3565
1113668,1.32
1140388,1.43375
1167227,1.37925
1194034,1.33975
1220746,1.34575
1247581,1.18475
1274279,1.42575
1301091,1.29075
