timestep,reward
6,-0.155
4527,-0.108
9105,-0.07575
13837,0.5005
20898,0.6755
28272,0.74525
35558,0.61525
42956,0.84075
50434,0.88975
57737,0.8455
65267,0.944
72697,1.0225
80161,0.96
87458,0.95975
94980,1.025
102337,1.0555
109795,1.1195
117254,1.1775
124944,1.15925
132650,1.084
140270,1.20025
147807,1.06075
155304,1.0985
162842,1.039
170330,0.93225
178065,1.0135
185567,1.00575
192921,0.85975
200462,0.8975
207871,1.001
215227,1.046
222674,1.0365
230199,0.955
237508,1.0565
244902,1.08475
252308,1.0405
259605,1.00275
267021,1.047
274419,1.00375
281730,0.94725
288976,0.989
296465,1.0755
303824,0.961
311112,1.1545
318446,1.21175
325968,1.12975
333471,1.0525
340650,1.20325
348160,1.14625
355704,1.08475
363196,0.94825
370580,1.15175
377888,1.15525
385380,0.96375
392839,1.16075
400445,1.1655
407733,1.2575
415196,1.2575
422490,1.25825
429995,1.2455
437542,1.1805
445099,1.197
452596,1.2255
460206,1.2205
467765,1.256
475269,1.2665
482799,1.3335
490391,1.27525
497968,1.21925
505366,1.181
512832,1.23625
520369,1.25675
527870,1.30475
535330,1.234
542781,1.35625
550249,1.21375
557851,1.2375
565472,1.23875
572911,1.22975
580301,1.04675
587847,1.15375
595282,1.13925
602807,1.19725
610240,1.2555
617858,1.257
625425,1.31725
632909,1.2515
640381,1.20375
647956,1.23475
655409,1.323
663086,1.36575
670678,1.2935
678281,1.1785
685874,1.29725
693424,1.29275
700899,1.3565
708539,1.27825
716045,1.28725
723635,1.24375
731233,1.28925
738884,1.2445
746495,1.306
754142,1.2615
761746,1.2125
769462,1.40075
777170,1.184
784608,1.13675
792246,1.13375
799849,1.3335
807420,1.18475
815128,1.18675
822739,1.139
830396,1.3205
837976,1.1845
845499,1.193
852955,1.2035
860503,1.228
868239,1.1485
875817,1.2315
883324,1.2145
891020,1.212
898622,1.22775
906308,1.32975
913887,1.1975
921498,1.21
929201,1.128
936944,1.23825
944546,1.141
952164,1.22275
959780,1.27725
967579,1.35675
975257,1.248
982750,1.10825
990411,1.20775
998018,1.26675
1005734,1.206
1013307,1.2895
1020858,1.22425
1028249,1.24275
1035804,1.1945
1043487,1.22525
1050974,1.33225
1058720,1.33075
1066535,1.3275
1074331,1.29625
1082061,1.259
1089935,1.225
1097633,1.19625
1105205,1.25875
1112879,1.33925
