timestep,reward
192,0.05975
19392,0.7215
38592,0.707
57792,0.66175
76992,0.7745
96192,0.73325
115392,0.74925
134592,0.754
153792,0.86525
172992,0.866
192192,0.84175
211392,0.833
230592,0.80175
249792,0.84925
268992,0.7615
288192,0.82925
307392,0.79475
326592,0.79075
345792,0.7295
364992,0.879
384192,0.81925
403392,0.75975
422592,0.79125
441792,0.68525
460992,0.8055
480192,0.74425
499392,0.7545
518592,0.8795
537792,0.78075
556992,0.71675
576192,0.6985
595392,0.751
614592,0.791
633792,0.82425
652992,0.76825
672192,0.849
691392,0.81725
710592,0.641
729792,0.73225
748992,0.85075
768192,0.69925
787392,0.78325
806592,0.70825
825792,0.8315
844992,0.76225
864192,0.74025
883392,0.81475
902592,0.72675
921792,0.857
940992,0.74975
